token	age
五色無主	moe
五色祥雲	moe
五色筆	moe
五色繽紛	moe
五花	moe
五花三層兒	moe
五花八門	moe
五花大綁	moe
五花官誥	moe
五花度牒	moe
五花爨弄	moe
五花繃裂	moe
五花肉	moe
五花馬	moe
五葷	moe
五蘊	moe
五蟲	moe
五行	moe
五行並下	moe
五行俱下	moe
五行八作	moe
五行四柱	moe
五裂	moe
五見	moe
五角六張	moe
五角大廈	moe
五言古詩	moe
五言詩	moe
五言長城	moe
五講四美	moe
五貢	moe
五費	moe
五路總頭	moe
五路財神	moe
五路酒	moe
五車	moe
五輕	moe
五辟	moe
五通神	moe
五過	moe
五道	moe
五道將軍	moe
五采	moe
五里霧	moe
五量店	moe
五金	moe
五銖錢	moe
五院	moe
五陰	moe
五陰世間	moe
五陵	moe
五陵年少	moe
五陵豪氣	moe
五雀六燕	moe
五零四散	moe
五雷轟頂	moe
五霸	moe
五音	moe
五音不全	moe
五顏六色	moe
五風十雨	moe
五香	moe
五馬	moe
五馬分屍	moe
五體投地	moe
五鬼	moe
五鬼搬運法	moe
五魁	moe
五鳳	moe
五黃六月	moe
井	moe
井中求火	moe
井中視星	moe
井井有條	moe
井井有理	moe
井口邊草	moe
井地	moe
井宿	moe
井幹	moe
井底之蛙	moe
井底銀瓶	moe
井架	moe
井柱狀圖	moe
井榦	moe
井水	moe
井水不犯河水	moe
井渫不食	moe
井然	moe
井然有序	moe
井田	moe
井田制度	moe
井稅	moe
井穴	moe
井窩子	moe
井繩	moe
井臺	moe
井臼	moe
井蛙	moe
井蛙之見	moe
井蛙語海	moe
井蛙醯雞	moe
井逕	moe
井闌	moe
井陘縣	moe
井養	moe
井鮒	moe
井鹽	moe
亘	moe
亙	moe
亙古	moe
亙古亙今	moe
亙古未有	moe
些	moe
些些	moe
些個	moe
些兒	moe
些娘大	moe
些小	moe
些微	moe
些許	moe
些須	moe
亞	moe
亞佛加厥定律	moe
亞元	moe
亞匹	moe
亞卿	moe
亞喬木	moe
亞塞拜然共和國	moe
亞太地區	moe
亞太安全合作會議	moe
亞太營運中心	moe
亞太營運中心計畫	moe
亞太經合會	moe
亞太經濟合作會議	moe
亞太金融中心	moe
亞斯文高壩	moe
亞東	moe
亞東關係協會	moe
亞歲	moe
亞歷山大帝國	moe
亞洲四小龍	moe
亞洲運動會	moe
亞洲鐵人	moe
亞洲開發銀行	moe
亞熱帶	moe
亞父	moe
亞特拉斯	moe
亞獻	moe
亞瑟王	moe
亞硝酸	moe
亞硝酸鹽	moe
亞硫酐	moe
亞硫酸	moe
亞羅船事件	moe
亞美利加人種	moe
亞聖	moe
亞肩疊背	moe
亞腰葫蘆	moe
亞膠	moe
亞蔬中心	moe
亞衛一號	moe
亞裔	moe
亞軍	moe
亞述帝國	moe
亞運	moe
亞麻	moe
亞麻仁油	moe
亟	moe
亟亟	moe
亟待	moe
亟思	moe
亟欲	moe
亟需	moe
亠	moe
亡	moe
亡人	moe
亡人自存	moe
亡化	moe
亡命	moe
亡命之徒	moe
亡國	moe
亡國之音	moe
亡國奴	moe
亡失	moe
亡戟得矛	moe
亡故	moe
亡是公	moe
亡歿	moe
亡母	moe
亡父	moe
亡羊	moe
亡羊得牛	moe
亡羊補牢	moe
亡者	moe
亡血家	moe
亡身短命	moe
亡逝	moe
亡鄉失土	moe
亡靈	moe
亡魂	moe
亡魂喪膽	moe
亡魂喪魄	moe
亡魂失魄	moe
亢	moe
亢奮	moe
亢宗	moe
亢旱	moe
亢直	moe
亢禮	moe
亢身	moe
亢進	moe
亢陽	moe
亢龍有悔	moe
交	moe
交互作用	moe
交付	moe
交代	moe
交作	moe
交保	moe
交光飛刃	moe
交兵	moe
交出	moe
交分	moe
交割	moe
交加	moe
交匝	moe
交午	moe
交卷	moe
交卸	moe
交厚	moe
交叉	moe
交叉口	moe
交叉感染	moe
交叉線	moe
交叉點	moe
交友	moe
交口	moe
交口接耳	moe
交口稱譽	moe
交口稱贊	moe
交合	moe
交嘴	moe
交回	moe
交困	moe
交契	moe
交好	moe
交媾	moe
交子	moe
交尾	moe
交岔路口	moe
交工	moe
交差	moe
交帳	moe
交年	moe
交床	moe
交引	moe
交往	moe
交待	moe
交心	moe
交怨	moe
交情	moe
交惡	moe
交感	moe
交感神經	moe
交態	moe
交戰	moe
交戰國	moe
交戰團體	moe
交手	moe
交拜	moe
交持	moe
交接	moe
交換	moe
交換機	moe
交換碼	moe
交換經濟	moe
交易	moe
交易不成仁義在	moe
交易單位	moe
交易所	moe
交易稅	moe
交映	moe
交替	moe
交會	moe
交朋結義	moe
交杯	moe
交杯盞	moe
交杯酒	moe
交梨火棗	moe
交棒	moe
交椅	moe
交橫	moe
交歡	moe
交泰	moe
交派	moe
交流	moe
交流區	moe
交流道	moe
交流電	moe
交涉	moe
交淺言深	moe
交火	moe
交煎	moe
交爭	moe
交班	moe
交界	moe
交疏	moe
交發	moe
交白卷	moe
交盤	moe
交相	moe
交相輝映	moe
交睫	moe
交禮	moe
交租	moe
交積	moe
交節氣	moe
交結	moe
交給	moe
交綏	moe
交織	moe
交織線	moe
交群	moe
交耳	moe
交臂	moe
交臂失之	moe
交臂屈膝	moe
交與	moe
交融	moe
交衢	moe
交衽	moe
交角	moe
交託	moe
交語	moe
交誼	moe
交誼舞	moe
交談	moe
交談式作業	moe
交謁	moe
交謫	moe
交警	moe
交貨	moe
交質	moe
交趾	moe
交趾燒	moe
交趾陶	moe
交輝	moe
交辦	moe
交迫	moe
交通	moe
交通事件裁決所	moe
交通事故	moe
交通壅塞	moe
交通大學	moe
交通安全	moe
交通安全教育	moe
交通密度	moe
交通島	moe
交通工具	moe
交通工程	moe
交通建設	moe
交通指揮	moe
交通標誌	moe
交通法庭	moe
交通流量	moe
交通癱瘓	moe
交通管制	moe
交通線	moe
交通號誌	moe
交通規則	moe
交通車	moe
交通部	moe
交通部電信總局	moe
交通量	moe
交遊	moe
交運	moe
交道	moe
交還	moe
交配	moe
交配色	moe
交鋒	moe
交錯	moe
交錯觥籌	moe
交門親眷	moe
交關	moe
交際	moe
交際舞	moe
交際花	moe
交際電報	moe
交集	moe
交面	moe
交響	moe
交響曲	moe
交響樂	moe
交響樂團	moe
交響詩	moe
交領	moe
交頭接耳	moe
交頸	moe
交馳	moe
交鬨	moe
交點	moe
亥	moe
亥市	moe
亥時	moe
亥豕	moe
亥豕魯魚	moe
亦	moe
亦步亦趨	moe
亦然	moe
亨	moe
亨利	moe
亨衢	moe
亨通	moe
享	moe
享受	moe
享國	moe
享堂	moe
享壽	moe
享宴	moe
享年	moe
享御	moe
享有	moe
享樂	moe
享樂主義	moe
享殿	moe
享用	moe
享福	moe
享譽	moe
京	moe
京二胡	moe
京京	moe
京倉	moe
京債	moe
京兆	moe
京兆尹	moe
京八寸	moe
京劇	moe
京口	moe
京城	moe
京堂	moe
京報	moe
京官	moe
京室	moe
京察	moe
京尹	moe
京師	moe
京師大學堂	moe
京府	moe
京戲	moe
京房	moe
京族	moe
京本通俗小說	moe
京東大鼓	moe
京江	moe
京油子	moe
京洛	moe
京津大鼓	moe
京派	moe
京滬鐵路	moe
京片子	moe
京畿	moe
京畿令	moe
京白	moe
京縣	moe
京繡	moe
京胡	moe
京腔	moe
京花子	moe
京華	moe
京觀	moe
京話	moe
京語	moe
京調	moe
京邑	moe
京都	moe
京闕	moe
京韻大鼓	moe
亭	moe
亭亭	moe
亭亭玉立	moe
亭午	moe
亭午夜分	moe
亭場	moe
亭子	moe
亭子間	moe
亭彩	moe
亭彩店	moe
亭林先生	moe
亭榭	moe
亭毒	moe
亭皋	moe
亭臺	moe
亭臺樓閣	moe
亭長	moe
亭障	moe
亮	moe
亮像	moe
亮光	moe
亮光光	moe
亮光漆	moe
亮光蠟	moe
亮兒	moe
亮堂	moe
亮堂堂	moe
亮場子	moe
亮子	moe
亮富	moe
亮察	moe
亮底兒	moe
亮底牌	moe
亮度	moe
亮晃晃	moe
亮晶晶	moe
亮梆子	moe
亮槅	moe
亮漆	moe
亮灼灼	moe
亮片	moe
亮盒子搖	moe
亮直	moe
亮相	moe
亮眼人	moe
亮票	moe
亮節	moe
亮紅燈	moe
亮紗	moe
亮色調	moe
亮藍	moe
亮話	moe
亮醜	moe
亮錚錚	moe
亮鐘	moe
亮陰	moe
亮麗	moe
亳	moe
亶	moe
亹	moe
亹亹	moe
亹亹不倦	moe
亹亹不卷	moe
人	moe
人一己百	moe
人丁	moe
人上人	moe
人不像人，鬼不像鬼	moe
人不可貌相，海水不可斗量	moe
人不得外財不富	moe
人不知，鬼不覺	moe
人不聊生	moe
人不自安	moe
人世	moe
人中	moe
人中之龍	moe
人中獅子	moe
人中騏驥	moe
人中龍	moe
人中龍虎	moe
人主	moe
人之將死，其言也善	moe
人之常情	moe
人事	moe
人事不省	moe
人事不知	moe
人事代謝	moe
人事全非	moe
人事管理	moe
人事莫定	moe
人事行政	moe
人云亦云	moe
人亡家破	moe
人亡政息	moe
人亡物在	moe
人人	moe
人人稱快	moe
人人自危	moe
人仰馬翻	moe
人來人往	moe
人來客去	moe
人來客往	moe
人來投主，鳥來投林	moe
人來瘋	moe
人保	moe
人們	moe
人倫	moe
人傑	moe
人傑地靈	moe
人像	moe
人兒	moe
人到中年萬事休	moe
人前人後	moe
人力	moe
人力仲介業	moe
人力回天	moe
人力資源	moe
人力車	moe
人力銀行	moe
人勝節	moe
人勤地不懶	moe
人千人萬	moe
人去樓空	moe
人參	moe
人參果	moe
人受一口氣，佛受一爐香	moe
人叢	moe
人口	moe
人口分布	moe
人口問題	moe
人口密度	moe
人口政策	moe
人口普查	moe
人口爆炸	moe
人口結構	moe
人口老化	moe
人口自然增加率	moe
人口販子	moe
人口轉型	moe
人口過剩	moe
人口金字塔	moe
人各有志	moe
人同此心	moe
人同此心，心同此理	moe
人名	moe
人君	moe
人味兒	moe
人命	moe
人命危淺	moe
人命關天	moe
人和	moe
人品	moe
人員	moe
人善得人欺，馬善得人騎	moe
人喊馬嘶	moe
人因工程	moe
人困馬乏	moe
人在人情在	moe
人在屋簷下不得不低頭	moe
人在江湖，身不由己	moe
人地	moe
人地兩疏	moe
人地生疏	moe
人地相宜	moe
人境	moe
人境廬詩草	moe
人士	moe
人壽	moe
人壽保險	moe
人壽年豐	moe
人外有人，天外有天	moe
人外無詩	moe
人多勢眾	moe
人多口雜	moe
人多嘴雜	moe
人多成王	moe
人多手亂	moe
人多手雜	moe
人大	moe
人大心大	moe
人天	moe
人夫	moe
人如其名	moe
人妖	moe
人子	moe
人孔	moe
人存政舉	moe
人孤勢單	moe
人定	moe
人定勝天	moe
人家	moe
人寰	moe
人小鬼大	moe
人山人海	moe
人工	moe
人工免疫	moe
人工冬眠	moe
人工受孕	moe
人工受精	moe
人工呼吸	moe
人工島	moe
人工心臟	moe
人工成本	moe
人工智慧	moe
人工植牙	moe
人工氣胸	moe
人工氣腹	moe
人工流產	moe
人工海鹽	moe
人工繁殖	moe
人工色素	moe
人工蝸牛	moe
人工血液	moe
人工閱卷	moe
人工降雨	moe
人工養殖	moe
人工魚礁	moe
人己一視	moe
人師	moe
人強馬壯	moe
人彘	moe
人形	moe
人影	moe
人影兒	moe
人往高處去，水往低處流	moe
人從	moe
人微權輕	moe
人微言輕	moe
人心	moe
人心不古	moe
人心不同如其面	moe
人心不同，各如其面	moe
人心不足蛇吞象	moe
人心似鐵，官法如爐	moe
人心叵測	moe
人心向背	moe
人心大快	moe
人心如面	moe
人心悄悄	moe
人心惟危	moe
人心惶惶	moe
人心所向	moe
人心所歸	moe
人心是肉做的	moe
人心果	moe
人心渙散	moe
人心渙漓	moe
人心皇皇	moe
人心莫測	moe
人心隔肚皮	moe
人心難測	moe
人心齊，泰山移	moe
人怕出名豬怕肥	moe
人急懸梁，狗急跳牆	moe
人急智生	moe
人急計生	moe
人性	moe
人性枷鎖	moe
人性管理	moe
人怨神怒	moe
人情	moe
人情一把鋸	moe
人情世故	moe
人情之常	moe
人情冷暖	moe
人情味	moe
人情洶洶	moe
人情練達	moe
人情薄似紙	moe
人情貨	moe
人我是非	moe
人戶	moe
人手	moe
人手一冊	moe
人才	moe
人才代訓所	moe
人才出眾	moe
人才外流	moe
人才庫	moe
人才濟濟	moe
人才輩出	moe
人才難得	moe
人扶人興	moe
人持各見	moe
人數	moe
人文	moe
人文主義	moe
人文地理學	moe
人文教育	moe
人文景觀	moe
人文科學	moe
人文薈萃	moe
人日	moe
人是地行仙	moe
人是苦蟲，不打不招	moe
人是衣妝，佛是金妝	moe
人是衣裳，馬是鞍	moe
人是鐵，飯是鋼	moe
人時	moe
人有千算，天有一算	moe
人有失手，馬有亂蹄	moe
人有旦夕禍福	moe
人有臉樹有皮	moe
人望	moe
人本主義	moe
人本說	moe
人本論	moe
人柳	moe
人格	moe
人格分裂	moe
人格化	moe
人格教育	moe
人格權	moe
人格測驗	moe
人梯	moe
人棄我取	moe
人模人樣	moe
人模狗樣	moe
人樣	moe
人樣兒	moe
人樣子	moe
人機介面	moe
人權	moe
人權宣言	moe
人權運動	moe
人次	moe
人欲	moe
人欲橫流	moe
人歡馬叫	moe
人正不怕影子斜	moe
人死留名	moe
人殊意異	moe
人比人，氣死人	moe
人氏	moe
人民	moe
人民公社	moe
人民團體	moe
人民幣	moe
人民政府	moe
人民日報	moe
人氣	moe
人氣指標	moe
人治	moe
人浮於事	moe
人浮於食	moe
人海	moe
人海戰術	moe
人渣	moe
人溺己溺	moe
人滿	moe
人滿為患	moe
人潮	moe
人為	moe
人為刀俎，我為魚肉	moe
人為財死，鳥為食亡	moe
人無前後眼	moe
人無剛骨，安身不牢	moe
人無千日好，花無百日紅	moe
人無害虎心，虎有傷人意	moe
人無橫財不富	moe
人無遠慮，必有近憂	moe
人煙	moe
人煙浩穰	moe
人煙湊集	moe
人煙稀少	moe
人煙稠密	moe
人煙輻輳	moe
人熊	moe
人爭一口氣，佛受一爐香	moe
人爵	moe
人父	moe
人牙兒	moe
人牧	moe
人物	moe
人物字號	moe
人物畫	moe
人物軒昂	moe
人物闐咽	moe
人犯	moe
人猿	moe
人猿泰山	moe
人猿科	moe
人琴俱亡	moe
人琴俱杳	moe
人瑞	moe
人生	moe
人生一世，草生一秋	moe
人生七十古來稀	moe
人生不滿百，常懷千歲憂	moe
人生何處不相逢	moe
人生在世	moe
人生如夢	moe
人生如寄	moe
人生如戲	moe
人生如朝露	moe
人生如萍	moe
人生如風燈	moe
人生朝露	moe
人生無常	moe
人生自古誰無死	moe
人生觀	moe
人生識字憂患始	moe
人生路不熟	moe
人生開口笑難逢	moe
人生面不熟	moe
人畜	moe
人百其身	moe
人的名兒，樹的影兒	moe
人皇	moe
人盡其才	moe
人盡可夫	moe
人盡皆知	moe
人相學	moe
人眾勝天	moe
人神	moe
人神共憤	moe
人神同憤	moe
人禍	moe
人稠物穰	moe
人種	moe
人稱	moe
人窩子	moe
人窮志不窮	moe
人窮志短	moe
人窮智短	moe
人立	moe
人算不如天算	moe
人籟	moe
人紀	moe
人約黃昏	moe
人給家足	moe
人緣	moe
人群	moe
人義水甜	moe
人老珠黃	moe
人老精，薑老辣	moe
人而無信，不知其可	moe
人聲	moe
人聲鼎沸	moe
人肉市場	moe
人脈	moe
人臣	moe
人自為戰	moe
人與鼠	moe
人莫予毒	moe
人蛇	moe
人行道	moe
人見人愛	moe
人言	moe
人言可畏	moe
人言籍籍	moe
人言鑿鑿	moe
人語馬嘶	moe
人謀	moe
人謀不臧	moe
人證	moe
人財兩失	moe
人財兩空	moe
人貧智短	moe
人販子	moe
人質	moe
人贓俱獲	moe
人跡	moe
人跡杳然	moe
人跡罕至	moe
人身	moe
人身保險	moe
人身自由	moe
人造	moe
人造纖維	moe
人造花	moe
人造衛星	moe
人造雨	moe
人逢喜事精神爽	moe
人過留名，雁過留聲	moe
人道	moe
人道主義	moe
人道教育	moe
人選	moe
人鏈	moe
人鏡	moe
人鑑	moe
人間	moe
人間仙境	moe
人間冷暖	moe
人間喜劇	moe
人間地獄	moe
人間天上	moe
人間煙火	moe
人間詞話	moe
人際	moe
人際傳播	moe
人際關係	moe
人離家散	moe
人離鄉賤	moe
人非人	moe
人非木石	moe
人非物換	moe
人非聖賢，誰能無過	moe
人非草木，誰能無情	moe
人面	moe
人面上	moe
人面桃花	moe
人面獸心	moe
人面逐高低	moe
人頭	moe
人頭保	moe
人頭兒	moe
人頭帳目	moe
人頭戶	moe
人頭支票	moe
人頭畜鳴	moe
人頭稅	moe
人頭落地	moe
人類	moe
人類學	moe
人類工程學	moe
人飢己飢	moe
人馬	moe
人馬座	moe
人體	moe
人體彩繪	moe
人體計測	moe
人高馬大	moe
人鬼殊途	moe
人魚	moe
什	moe
什一	moe
什一之利	moe
什不閑	moe
什件兒	moe
什伯	moe
什器	moe
什物	moe
什百	moe
什襲	moe
什襲珍藏	moe
什錦	moe
什面	moe
什麼	moe
仁	moe
仁丹	moe
仁人	moe
仁人君子	moe
仁人志士	moe
仁兄	moe
仁厚	moe
仁君	moe
仁壽	moe
仁孝	moe
仁宇	moe
仁尊	moe
仁弟	moe
仁德	moe
仁心	moe
仁心仁術	moe
仁恕	moe
仁惠	moe
仁愛	moe
仁愛之家	moe
仁慈	moe
仁政	moe
仁昭法外	moe
仁智互見	moe
仁民愛物	moe
仁波切	moe
仁洽	moe
仁澤	moe
仁王	moe
仁瑞	moe
仁義	moe
仁義之師	moe
仁義道德	moe
仁者	moe
仁者樂山	moe
仁者見仁，智者見智	moe
仁聲	moe
仁至義盡	moe
仁術	moe
仁言利博	moe
仁風	moe
仂	moe
仂語	moe
仃	moe
仄	moe
仄媚	moe
仄日	moe
仄目	moe
仄目而視	moe
仄聞	moe
仄聲	moe
仄行	moe
仄起體	moe
仄韻	moe
仆	moe
仆地	moe
仆然	moe
仇	moe
仇人	moe
仇人相見，分外眼紅	moe
仇仇	moe
仇偶	moe
仇口兒	moe
仇國論	moe
仇家	moe
仇怨	moe
仇恨	moe
仇敵	moe
仇殺	moe
仇疙瘩	moe
仇英	moe
仇視	moe
仇隙	moe
仇香	moe
仉	moe
今	moe
今上	moe
今不如昔	moe
今世	moe
今世說	moe
今人	moe
今來	moe
今來古往	moe
今兒	moe
今兒個	moe
今古奇觀	moe
今古學派	moe
今夕	moe
今夕何夕	moe
今夜	moe
今天	moe
今年	moe
今後	moe
今愁古恨	moe
今文	moe
今文家	moe
今文尚書	moe
今文經	moe
今日	moe
今日三，明日四	moe
今昔	moe
今昔之感	moe
今是昨非	moe
今晚	moe
今朝	moe
今朝有酒今朝醉	moe
今生	moe
今生今世	moe
今番	moe
今茲	moe
今草	moe
今譯	moe
今隸	moe
今雨	moe
今非昔比	moe
今音	moe
今韻	moe
今體詩	moe
介	moe
介丘	moe
介之推	moe
介介	moe
介入	moe
介冑	moe
介圭	moe
介士	moe
介壽	moe
介夫	moe
介居	moe
介山	moe
介幘	moe
介弟	moe
介意	moe
介懷	moe
介殼	moe
介殼蟲	moe
介母	moe
介然	moe
介特	moe
介石	moe
介福	moe
介立	moe
介紹	moe
介紹人	moe
介紹所	moe
介蟲	moe
介詞	moe
介質	moe
介電質	moe
介面卡	moe
介面板	moe
介音	moe
仍	moe
仍仍	moe
仍孫	moe
仍復	moe
仍是	moe
仍然	moe
仍舊	moe
从	moe
仔	moe
仔密	moe
仔牛肉	moe
仔細	moe
仔肩	moe
仔麼	moe
仕	moe
仕女	moe
仕宦	moe
仕版	moe
仕紳	moe
仕途	moe
仕進	moe
他	moe
他事	moe
他人	moe
他倆	moe
他們	moe
他們倆	moe
他力	moe
他動	moe
他動詞	moe
他國	moe
他姓	moe
他家	moe
他家的事	moe
他山之攻	moe
他山之石	moe
他山之石，可以攻錯	moe
他山攻錯	moe
他年	moe
他律	moe
他心	moe
他志	moe
他懣	moe
他拉他拉	moe
他故	moe
他敘式	moe
他方	moe
他方言語	moe
他方說	moe
他日	moe
他日相呼圖	moe
他時	moe
他殺	moe
他無所有	moe
他瑪羅池	moe
他生	moe
他端	moe
他處	moe
他說	moe
他辰	moe
他遷	moe
他鄉	moe
他鄉外府	moe
他鄉外縣	moe
他鄉遇故知	moe
仗	moe
仗劍	moe
仗勢	moe
仗勢凌人	moe
仗勢欺人	moe
仗恃	moe
仗托	moe
仗義	moe
仗義執言	moe
仗義疏財	moe
仗義直言	moe
仗義輕財	moe
仗腰子	moe
仗膽兒	moe
仗衛	moe
仗賴	moe
仗馬無聲	moe
付	moe
付丙	moe
付丙丁	moe
付之一哂	moe
付之一嘆	moe
付之一炬	moe
付之一笑	moe
付之春夢	moe
付之東流	moe
付之流水	moe
付之烏有	moe
付之闕如	moe
付出	moe
付刊	moe
付印	moe
付合	moe
付帳	moe
付托	moe
付排	moe
付方	moe
付梓	moe
付款	moe
付款人	moe
付清	moe
付畀	moe
付給	moe
付耳	moe
付能	moe
付與	moe
付衣缽	moe
付訖	moe
付託	moe
付諸一炬	moe
付諸不理	moe
付諸實施	moe
付諸東流	moe
付諸洪喬	moe
付諸流水	moe
付費	moe
付足	moe
付郵	moe
付錢	moe
仙	moe
仙丹	moe
仙人	moe
仙人拳	moe
仙人掌	moe
仙人擔	moe
仙人放屁	moe
仙人跳	moe
仙仗	moe
仙公	moe
仙公廟	moe
仙后座	moe
仙域	moe
仙境	moe
仙壇	moe
仙女	moe
仙女座	moe
仙女廟	moe
仙姑	moe
仙姿	moe
仙姿玉色	moe
仙子	moe
仙官	moe
仙客	moe
仙居	moe
仙山瓊閣	moe
仙府	moe
仙才	moe
仙方	moe
仙曹	moe
仙木	moe
仙果	moe
仙桃	moe
仙樂	moe
仙樹	moe
仙機	moe
仙氣	moe
仙洞	moe
仙海	moe
仙源	moe
仙班	moe
仙界	moe
仙真	moe
仙童	moe
仙童仙女	moe
仙筆	moe
仙籍	moe
仙經	moe
仙茅	moe
仙草	moe
仙草蜜	moe
仙藥	moe
仙術	moe
仙貝	moe
仙逝	moe
仙遊	moe
仙郎	moe
仙鄉	moe
仙霞嶺	moe
仙露明珠	moe
仙顏	moe
仙風道骨	moe
仙館	moe
仙骨	moe
仙鶴	moe
仙鶴草	moe
仙鼠	moe
仚	moe
仝	moe
仞	moe
仟	moe
仟仟	moe
仟伯	moe
仡	moe
仡仡	moe
仡佬族	moe
仡栗	moe
代	moe
代人受過	moe
代人捉刀	moe
代付	moe
代代	moe
代代相傳	moe
代位權	moe
代位繼承	moe
代價	moe
代償	moe
代勞	moe
代名詞	moe
代哭	moe
代售	moe
代唱	moe
代執行	moe
代墊	moe
代天巡狩	moe
代官	moe
代寫	moe
代工	moe
代序	moe
代庖	moe
代手	moe
代打	moe
代拆代行	moe
代收	moe
代數	moe
代數學	moe
代數幾何學	moe
代數式	moe
代數方程式	moe
代書	moe
代替	moe
代替品	moe
代替物	moe
代替財	moe
代東	moe
代板	moe
代步	moe
代母	moe
代溝	moe
代為說項	moe
代班	moe
代理	moe
代理人	moe
代理商	moe
代理戰爭	moe
代用	moe
代用品	moe
代田法	moe
代留	moe
代碼	moe
代碼機	moe
代筆	moe
代筆遺囑	moe
代管	moe
代糖	moe
代罪羔羊	moe
代耕	moe
代脈	moe
代興	moe
代茶	moe
代號	moe
代表	moe
代表作	moe
代表團	moe
代見	moe
代言	moe
代言人	moe
代詞	moe
代語	moe
代課	moe
代謝	moe
代謝作用	moe
代議制	moe
代議士	moe
代議政治	moe
代購	moe
代起	moe
代辦	moe
代邀	moe
代郵	moe
代金	moe
代銷	moe
代銷商	moe
代電	moe
代面	moe
代領	moe
代飯	moe
代馬	moe
代馬依北風	moe
令	moe
令人	moe
令人不齒	moe
令人切齒	moe
令人噴飯	moe
令人心寒	moe
令人意外	moe
令人扼腕	moe
令人捧腹	moe
令人注目	moe
令人激賞	moe
令人矚目	moe
令人神往	moe
令人絕倒	moe
令人髮指	moe
令人齒冷	moe
令兄	moe
令公	moe
令典	moe
令出如山	moe
令出必行	moe
令出惟行	moe
令史	moe
令名	moe
令君	moe
令嗣	moe
令器	moe
令坦	moe
令堂	moe
令士	moe
令妹	moe
令妻	moe
令姊	moe
令婿	moe
令媛	moe
令嬡	moe
令子	moe
令字旗	moe
令官	moe
令尊	moe
令尊大人	moe
令尹	moe
令岳	moe
令弟	moe
令德	moe
令愛	moe
令慈	moe
令旗	moe
令日	moe
令旨	moe
令月	moe
令望	moe
令正	moe
令母	moe
令牌	moe
令狐	moe
令甲	moe
令箭	moe
令箭荷花	moe
令節	moe
令終	moe
令翠	moe
令聞	moe
令舅	moe
令色	moe
令行如流水	moe
令行禁止	moe
令親	moe
令譽	moe
令辰	moe
令郎	moe
令閣	moe
令閫	moe
以	moe
以一奉百	moe
以一持萬	moe
以一擊十	moe
以一當十	moe
以一知萬	moe
以一警百	moe
以一馭萬	moe
以上	moe
以下	moe
以人廢言	moe
以人為鑑	moe
以佚待勞	moe
以來	moe
以便	moe
以假為真	moe
以偏概全	moe
以儆效尤	moe
以免	moe
以內	moe
以公滅私	moe
以其昏昏，使人昭昭	moe
以冰致蠅	moe
以前	moe
以力服人	moe
以功補過	moe
以功覆過	moe
以功贖罪	moe
以十人而制千虎	moe
以升量石	moe
以卵投石	moe
以卵擊石	moe
以及	moe
以古方今	moe
以古為鑑	moe
以古非今	moe
以售其奸	moe
以售其技	moe
以噎廢飧	moe
以外	moe
以夜繼日	moe
以太	moe
以夷伐夷	moe
以夷制夷	moe
以夷治夷	moe
以子之矛，攻子之盾	moe
以字行	moe
以定	moe
以容取人	moe
以寡擊眾	moe
以寡敵眾	moe
以實相告	moe
以小人之心，度君子之腹	moe
以少克眾	moe
以屈求伸	moe
以己之心度人之心	moe
以己度人	moe
以弱制強	moe
以強陵弱	moe
以往	moe
以往鑒來	moe
以後	moe
以微知著	moe
以德報德	moe
以德報怨	moe
以德懷遠	moe
以德服人	moe
以心傳心	moe
以怨報德	moe
以意逆志	moe
以戰去戰	moe
以戰止戰	moe
以戰養戰	moe
以手加額	moe
以指撓沸	moe
以攻為守	moe
以文害辭	moe
以文會友	moe
以日為年	moe
以日為歲	moe
以日繼夜	moe
以是	moe
以時	moe
以暴制暴	moe
以暴易亂	moe
以暴易暴	moe
以會養會	moe
以柔克剛	moe
以柔制剛	moe
以次	moe
以此	moe
以此類推	moe
以殺去殺	moe
以殺止殺	moe
以毒攻毒	moe
以水救水	moe
以水濟水	moe
以沫相濡	moe
以湯止沸	moe
以湯沃沸	moe
以湯沃雪	moe
以火救火	moe
以為	moe
以牙還牙	moe
以牙還牙，以眼還眼	moe
以物易物	moe
以狸餌鼠	moe
以珠彈雀	moe
以理服人	moe
以白為黑	moe
以目相送	moe
以目送情	moe
以盲辨色	moe
以直報怨	moe
以眼還眼	moe
以眾克寡	moe
以石投卵	moe
以石投水	moe
以碫投卵	moe
以禮相待	moe
以私廢公	moe
以筌為魚	moe
以管窺天	moe
以義割恩	moe
以耳為目	moe
以聾辨聲	moe
以肉餧虎	moe
以脫	moe
以至	moe
以致	moe
以莛叩鐘	moe
以莛撞鐘	moe
以蚓投魚	moe
以蠟代薪	moe
以蠡測海	moe
以血償血	moe
以血洗血	moe
以規為瑱	moe
以觀後效	moe
以言取人	moe
以訛傳訛	moe
以諧秦晉	moe
以貌取人	moe
以貍致鼠	moe
以身作則	moe
以身報國	moe
以身殉國	moe
以身殉職	moe
以身殉道	moe
以身相許	moe
以身許國	moe
以身試法	moe
以退為進	moe
以逸待勞	moe
以逸擊勞	moe
以還	moe
以鄰為壑	moe
以防萬一	moe
以阿戰爭	moe
以降	moe
以飴沃釜	moe
仨	moe
仰	moe
仰不愧天	moe
仰之彌高	moe
仰事俯畜	moe
仰人鼻息	moe
仰仗	moe
仰八叉	moe
仰八腳兒	moe
仰剌叉	moe
仰天	moe
仰天大笑	moe
仰天太息	moe
仰天長歎	moe
仰屋	moe
仰屋竊歎	moe
